COURSECODE,COURSETITLE,DELIVERY,CLASSNUM,STATUS,DURATION,STUMAX,PRICE,CATEGORY,SUBCATEGORY
WB851,Developing Applications for IBM Business Process Manager Advanced V8 - I,CLASSROOM,N30Q,Available           ,5,12,3875,Business Process Management,IBM Business Process Manager Advanced
WD150,Introduction to Object-Oriented Programming with Java Examples,CLASSROOM,M3P6,Available           ,3,8,1875,Application Development,Java and object oriented programming
WE400,"Accelerate, Secure and Integrate with IBM DataPower V4.0.1",CLASSROOM,M34D,Available           ,5,8,3875,Service-oriented architecture (SOA),WebSphere DataPower SOA Appliances
WE420,Administration of IBM WebSphere DataPower SOA Appliances V4.0,CLASSROOM,M3P0,Available           ,3,8,2325,Service-oriented architecture (SOA),WebSphere DataPower SOA Appliances
WM204,IBM WebSphere MQ V7.1 System Administration (using Windows for labs),CLASSROOM,M3D9,Available           ,4,8,2900,Application Integration,WebSphere MQ
WM663,IBM WebSphere Message Broker V7.0 Developer Workshop,CLASSROOM,MY48,Available           ,5,12,3125,Application Integration,WebSphere Message Broker
WM664,IBM WebSphere Message Broker V8 Application Development I,CLASSROOM,M36A,Available           ,5,8,4000,Application integration,WebSphere Message Broker
WM664,IBM WebSphere Message Broker V8 Application Development I,CLASSROOM,M276,Available           ,5,8,3625,Application Integration,WebSphere Message Broker
WPL43,Developing websites using IBM Web Content Manager 8,CLASSROOM,M3F9,Available           ,5,8,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL83,Installation and Administration of IBM WebSphere Portal 8 on Windows,CLASSROOM,MZ94,Available           ,5,8,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL83,Installation and Administration of IBM WebSphere Portal 8 on Windows,CLASSROOM,M3E9,Available           ,5,8,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL83,Installation and Administration of IBM WebSphere Portal 8 on Windows,CLASSROOM,MZ93,Available           ,5,8,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL93,Installation and Administration of IBM WebSphere Portal 8 on Linux,CLASSROOM,M3H3,Available           ,5,8,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL93,Installation and Administration of IBM WebSphere Portal 8 on Linux,CLASSROOM,MZ96,Available           ,5,8,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL93,Installation and Administration of IBM WebSphere Portal 8 on Linux,CLASSROOM,MZ95,Available           ,5,8,3500,WebSphere Portal,IBM Websphere Portal 7.0
2K105,IBM Cognos FSR: XBRL Detailed Tagging (V6.6) - ILO,CLASSROOM,NJ61,Available           ,2,12,1400,Clarity,Financial Statement Reporting (FSR)
B5181,IBM Cognos Business Insight Advanced: Author Self-Service Reports (V10.1),CLASSROOM,M3L0,Available           ,2,8,1400,Cognos,BI - Cognos BI (version 10.1)
D8L55,Introduction to IBM Lotus Domino 8.5 XPages,CLASSROOM,M01R,Available           ,2,10,1200,Lotus,IBM Notes and Domino 8.5
D8L55,Introduction to IBM Lotus Domino 8.5 XPages,CLASSROOM,M02W,Available           ,2,10,1200,Lotus,IBM Notes and Domino 8.5
NGTB2,IBM PureFlex Systems Implementation Services,CLASSROOM,NB57,Available           ,2,8,1475,IBM System x,Technical
NGTB2,IBM PureFlex Systems Implementation Services,CLASSROOM,MY82,Available           ,2,8,1475,IBM System x,Technical
NGTB2,IBM PureFlex Systems Implementation Services,CLASSROOM,MY81,Available           ,2,8,1475,IBM System x,Technical
6L632,IBM Sterling B2B Integrator Advanced Business Process Modeling (ILO),CLASSROOM,M29S,Available           ,2,8,1500,B2B Integration,IBM Sterling B2B Integrator
6T710,IBM Sterling Connect:Direct for Microsoft Windows Fundamentals,CLASSROOM,M29Z,Available           ,3,8,2325,Managed File Transfer,Sterling Connect:Direct
8M662,IBM TCAM for Transactions 7.3 Implementation and Administration (ILO),CLASSROOM,N152,Available           ,4,12,2400,Tivoli Service Availability and Performance Management,Composite Application Manager
9T331,Introduction to IBM Unica Campaign 8.6,CLASSROOM,M28H,Available           ,3,8,2250,Cross Channel Campaign Management,Unica Campaign
AN100,UNIX / AIX Basics,CLASSROOM,M30X,Available           ,4,8,2825,"IBM System p, AIX, and UNIX",AIX System Administration
AN140,AIX Jumpstart for UNIX Professionals,CLASSROOM,M9X8,Available           ,5,8,3775,"IBM System p, AIX, and UNIX",Transformation Courses
AN140,AIX Jumpstart for UNIX Professionals,CLASSROOM,M9X9,Available           ,5,8,3775,"IBM System p, AIX, and UNIX",Transformation Courses
AN301,Power Systems for AIX - Virtualization I: Implementing Virtualization,CLASSROOM,M9Y3,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX System Administration
AN301,Power Systems for AIX - Virtualization I: Implementing Virtualization,CLASSROOM,M9Y2,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX System Administration
AN510,Power Systems for AIX IV: Performance Management,CLASSROOM,MZ98,Available           ,5,8,4195,"IBM System p, AIX, and UNIX",AIX System Administration
AN510,Power Systems for AIX IV: Performance Management,CLASSROOM,MZ97,Available           ,5,8,4195,"IBM System p, AIX, and UNIX",AIX System Administration
AN620,PowerHA 7 Additional Configurations,CLASSROOM,MZ99,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX High Availability
AN620,PowerHA 7 Additional Configurations,CLASSROOM,M0A0,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX High Availability
B5119,IBM Cognos BI Administration: Architecture and Logging (V10.1.1),CLASSROOM,M346,Available           ,2,8,1400,Cognos,BI - Cognos BI (version 10.1)
B5119,IBM Cognos BI Administration: Architecture and Logging (V10.1.1),CLASSROOM,M27A,Available           ,2,8,1400,Cognos,BI - Cognos BI (version 10.1)
B5252,IBM Cognos Framework Manager: Design Metadata Models (V10.2),CLASSROOM,M42G,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.2)
B5252,IBM Cognos Framework Manager: Design Metadata Models (V10.2),CLASSROOM,M30R,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.2)
B5280,IBM Cognos Data Manager: Build Data Marts with Enterprise Data (V10.2),CLASSROOM,M403,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.2)
B5280,IBM Cognos Data Manager: Build Data Marts with Enterprise Data (V10.2),CLASSROOM,M3W6,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.2)
B5281,IBM Cognos Workspace Advanced: Author Self-Service Reports (V10.2),CLASSROOM,M40F,Available           ,2,8,1400,Cognos,BI - Cognos BI (version 10.2)
B5281,IBM Cognos Workspace Advanced: Author Self-Service Reports (V10.2),CLASSROOM,M3U1,Available           ,2,8,1400,Cognos,BI - Cognos BI (version 10.2)
CL2X3,DB2 10 for LUW: Basic Administration for Linux and Windows,CLASSROOM,N53L,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL442,DB2 LUW Performance Tuning and Monitoring for Single and Multiple Partition DBs,CLASSROOM,M3Z1,Available           ,5,8,3350,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL484,"DB2 10.1 for Linux, UNIX, and Windows Quickstart for Experienced Relational DBAs",CLASSROOM,M0A3,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL484,"DB2 10.1 for Linux, UNIX, and Windows Quickstart for Experienced Relational DBAs",CLASSROOM,M0A4,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL484,"DB2 10.1 for Linux, UNIX, and Windows Quickstart for Experienced Relational DBAs",CLASSROOM,M3D3,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CNW42,IBM Connections 4.0 - Social Software for Business,CLASSROOM,MY14,Available           ,2,12,1400,Lotus,IBM Lotus Connections
CNW42,IBM Connections 4.0 - Social Software for Business,CLASSROOM,MY13,Available           ,2,12,1400,Lotus,IBM Lotus Connections
CV312,DB2 for z/OS - New Features in Version 10 Workshop,CLASSROOM,M3T5,Available           ,5,8,3350,Data Management for z/OS,DB2 for z/OS
DW510,IBM Netezza Appliance Advanced Concepts,CLASSROOM,M31H,Available           ,2,8,1500,Big Data Analytics,Netezza Data Warehouse Appliances - BD
F1420,IBM FileNet P8 Platform 5.0: System Implementation and Administration,CLASSROOM,M32D,Available           ,5,8,3750,Enterprise Content Management,FileNet P8 Platform (Content Manager)
F1450,IBM FileNet BPM 5.0: Process Design,CLASSROOM,M3Q1,Available           ,5,8,3750,Enterprise Content Management,FileNet Business Process Manager
I5158,IBM Cognos Report Studio: Author Professional Reports Fundamentals (V10.1) - ILO,CLASSROOM,NJ64,Available           ,3,12,2100,Cognos,BI - Cognos BI (version 10.1)
KM212,IBM InfoSphere QualityStage Essentials 9.1,CLASSROOM,M31C,Available           ,4,8,3400,Information Integration,InfoSphere Information Server
KM502,IBM InfoSphere Information Server Administration 9.1,CLASSROOM,M0A8,Available           ,4,8,3400,Information Integration,InfoSphere Information Server
KM502,IBM InfoSphere Information Server Administration 9.1,CLASSROOM,M0A7,Available           ,4,8,3400,Information Integration,InfoSphere Information Server
NGT11,IBM PureFlex System Fundamentals,CLASSROOM,M280,Available           ,3,8,1995,IBM System x,Technical
O2458,IBM Cognos 8 BI Report Studio: Author Professional Reports Fundamentals (V8.4),CLASSROOM,NJ65,Available           ,3,12,2100,Cognos,BI - Cognos 8 (version 8.4)
OL190,IBM i Administration and Control,CLASSROOM,M27M,Available           ,4.5,8,3665,IBM System i,System Administration for System i
RSP10,IBM Rational ClearQuest Boot Camp,CLASSROOM,M0B1,Available           ,5,8,3000,Rational Software,Change configuration &amp; release management
RSP10,IBM Rational ClearQuest Boot Camp,CLASSROOM,M0B2,Available           ,5,8,3000,Rational Software,Change configuration &amp; release management
RV042,Essentials of Spring 3.0 Framework using IBM Rational Application Developer V8.0,CLASSROOM,N36E,Available           ,5,12,3500,Rational Software,Architecture management
SN712,Storage Area Networking Fundamentals,CLASSROOM,N30M,Available           ,4.5,12,3625,IBM Storage and Storage Networking,Storage Networking and Storage Virtualization
TN013,IBM Tivoli Netcool/OMNIbus 7.3 User,CLASSROOM,M0B4,Available           ,2,8,1200,Tivoli Network Service Assurance,Netcool/OMNIbus
TN013,IBM Tivoli Netcool/OMNIbus 7.3 User,CLASSROOM,M0B3,Available           ,2,8,1200,Tivoli Network Service Assurance,Netcool/OMNIbus
TN023,IBM Tivoli Netcool/OMNIbus 7.3 Installation and Configuration,CLASSROOM,M0B5,Available           ,3,8,1800,Tivoli Network Service Assurance,Netcool/OMNIbus
TN023,IBM Tivoli Netcool/OMNIbus 7.3 Installation and Configuration,CLASSROOM,M0B6,Available           ,3,8,1800,Tivoli Network Service Assurance,Netcool/OMNIbus
TN323,IBM Tivoli Network Manager 3.9 Operation and Administration,CLASSROOM,M3H0,Available           ,5,8,3000,Tivoli Network Service Assurance,Network Manager
TS612,IBM Tivoli Storage Manager 6.3 Implementation and Administration,CLASSROOM,M0B7,Available           ,5,8,3250,Tivoli Storage Management,Storage Manager
TS612,IBM Tivoli Storage Manager 6.3 Implementation and Administration,CLASSROOM,M0B8,Available           ,5,8,3250,Tivoli Storage Management,Storage Manager
TSX12,IBM Tivoli Storage Manager 6.3 Implementation and Administration (AIX),CLASSROOM,M0B9,Available           ,5,8,3250,Tivoli Storage Management,Storage Manager
TSX12,IBM Tivoli Storage Manager 6.3 Implementation and Administration (AIX),CLASSROOM,M0C0,Available           ,5,8,3250,Tivoli Storage Management,Storage Manager
TV354,IBM Tivoli Monitoring 6.2.3 for Implementers,CLASSROOM,M29A,Available           ,3,8,1800,Tivoli Service Availability and Performance Management,Monitoring
TW103,IBM Tivoli Access Manager for e-business 6.1.1 Administration and Deployment,CLASSROOM,M3B2,Available           ,4,8,3000,Security Systems,Identity and Access Management
WA570,IBM WebSphere Application Server V7 Administration on Linux,CLASSROOM,M3Y2,Available           ,5,8,3625,WebSphere Application Server,Admin &amp; Deployment WAS - Distributed Sys
WB751,Developing Applications for IBM Business Process Manager Advanced V7.5 - I,CLASSROOM,M3Q4,Available           ,5,8,3875,Business Process Management,IBM Business Process Manager Advanced
WB851,Developing Applications for IBM Business Process Manager Advanced V8 - I,CLASSROOM,M3G2,Available           ,5,8,3875,Business Process Management,IBM Business Process Manager Advanced
WD154,Java SE 6 Programming Fundamentals,CLASSROOM,M3T1,Available           ,5,8,3125,Application Development,Java and object oriented programming
WE942,IBM WebSphere Cast Iron V6.1 Configuration,CLASSROOM,M3L6,Available           ,3,8,2325,Cloud Computing,Cast Iron Systems
WM202,IBM WebSphere MQ V7 System Administration (AIX labs),CLASSROOM,M3E6,Available           ,4,8,2400,Application Integration,WebSphere MQ
WPL40,Developing WebSites Using IBM Web Content Manager 7.0,CLASSROOM,M005,Available           ,5,10,3500,WebSphere Portal,IBM Lotus Web Content Management
WPL40,Developing WebSites Using IBM Web Content Manager 7.0,CLASSROOM,M02A,Available           ,5,10,3500,WebSphere Portal,IBM Lotus Web Content Management
WPL40,Developing WebSites Using IBM Web Content Manager 7.0,CLASSROOM,M3W1,Available           ,5,8,3500,WebSphere Portal,IBM Lotus Web Content Management
WPL51,Developing Applications for IBM WebSphere Portal 7.0,CLASSROOM,M3Y5,Available           ,5,8,3500,WebSphere Portal,IBM Websphere Portal 7.0
WU503,Mobile Application Development with IBM Worklight V5 - Early Education,CLASSROOM,MY08,Available           ,5,12,3875,IBM Mobile Enterprise,IBM Worklight
WU503,Mobile Application Development with IBM Worklight V5 - Early Education,CLASSROOM,MY11,Available           ,5,12,3875,IBM Mobile Enterprise,IBM Worklight
QN220,Requirements Writing Techniques,CLASSROOM,MY53,Available           ,1,12,795,Rational Software,Requirements definition and management
QN220,Requirements Writing Techniques,CLASSROOM,MY54,Available           ,1,12,795,Rational Software,Requirements definition and management
RT273,"Test Management with IBM Rational Quality Manager, V4.0",CLASSROOM,MY51,Available           ,2,12,1400,Rational Software,Quality management
RT273,"Test Management with IBM Rational Quality Manager, V4.0",CLASSROOM,MY52,Available           ,2,12,1400,Rational Software,Quality management
WM204,IBM WebSphere MQ V7.1 System Administration (using Windows for labs),CLASSROOM,M90V,Available           ,4,8,2900,Application Integration,WebSphere MQ
WM204,IBM WebSphere MQ V7.1 System Administration (using Windows for labs),CLASSROOM,M90U,Available           ,4,8,2900,Application Integration,WebSphere MQ
WM206,IBM WebSphere MQ V7.1 System Administration (using Linux for labs),CLASSROOM,M90X,Available           ,4,8,2900,Application Integration,WebSphere MQ
WM206,IBM WebSphere MQ V7.1 System Administration (using Linux for labs),CLASSROOM,M90W,Available           ,4,8,2900,Application Integration,WebSphere MQ
6T746,IBM Sterling File Gateway - Managing Sterling File Gateway,CLASSROOM,N1V2,Available           ,2,8,1500,Managed File Transfer,Sterling File Gateway
RR353,"Essentials of IBM Rational Requirements Composer, V4.0",CLASSROOM,MY56,Available           ,2,12,1400,Rational Software,Requirements definition and management
RR353,"Essentials of IBM Rational Requirements Composer, V4.0",CLASSROOM,MY55,Available           ,2,12,1400,Rational Software,Requirements definition and management
TN023,IBM Tivoli Netcool/OMNIbus 7.3 Installation and Configuration,CLASSROOM,M0C2,Available           ,3,8,1800,Tivoli Network Service Assurance,Netcool/OMNIbus
TN023,IBM Tivoli Netcool/OMNIbus 7.3 Installation and Configuration,CLASSROOM,M0C1,Available           ,3,8,1800,Tivoli Network Service Assurance,Netcool/OMNIbus
WA880,WebSphere Application Server V8.5: Using Intelligent Management,CLASSROOM,JMWW,Available           ,3,16,2175,WebSphere Application Server,Intelligent Management
I5159,IBM Cognos Report Studio: Author Professional Reports Advanced (V10.1) - ILO,CLASSROOM,NJ69,Available           ,2,12,1400,Cognos,BI - Cognos BI (version 10.1)
O2461,IBM Cognos 8 BI Report Studio: Author Reports with Multidimensional Data (V8.4),CLASSROOM,NJ70,Available           ,2,12,1400,Cognos,BI - Cognos 8 (version 8.4)
RT283,Testing with IBM Rational Quality Manager V4.0,CLASSROOM,MY57,Available           ,1,12,795,Rational Software,Quality management
RT283,Testing with IBM Rational Quality Manager V4.0,CLASSROOM,MY58,Available           ,1,12,795,Rational Software,Quality management
QG126,"Efficient Document Production with IBM Rational Publishing Engine, V1.1",CLASSROOM,MY59,Available           ,1,12,795,Rational Software,Project and portfolio management
QG126,"Efficient Document Production with IBM Rational Publishing Engine, V1.1",CLASSROOM,MY60,Available           ,1,12,795,Rational Software,Project and portfolio management
6T224,Programming Essentials for IBM WebSphere Commerce V7 Customization,CLASSROOM,M327,Available           ,5,8,3875,WebSphere Commerce,WebSphere Commerce Development and Customization
6T611,IBM Sterling B2B Integrator Fundamentals,CLASSROOM,M322,Available           ,5,8,3750,B2B Integration,IBM Sterling B2B Integrator
9T332,IBM Unica Campaign 8.6 Administration,CLASSROOM,M266,Available           ,2,8,1500,Cross Channel Campaign Management,Unica Campaign
AL320,Korn and Bash Shell Programming,CLASSROOM,M3Q0,Available           ,5,8,3525,"IBM System p, AIX, and UNIX",AIX Programming
AN110,Power Systems for AIX I: LPAR Configuration and Planning,CLASSROOM,M27E,Available           ,3,8,2265,"IBM System p, AIX, and UNIX",Logical Partitioning (LPAR)
AN220,AIX Network Installation Management (NIM): Concepts and Configuration,CLASSROOM,M28U,Available           ,2,8,1425,"IBM System p, AIX, and UNIX",AIX Networking
AN810,GPFS System Administration,CLASSROOM,M85K,Available           ,2.5,8,2470,UNIX Servers (System p),AIX System Administration
AN810,GPFS System Administration,CLASSROOM,M3M7,Available           ,2.5,8,2470,"IBM System p, AIX, and UNIX",AIX System Administration
AN810,GPFS System Administration,CLASSROOM,M0C3,Available           ,2.5,8,2470,"IBM System p, AIX, and UNIX",AIX System Administration
AS270,Advanced System Operator Workshop for IBM i,CLASSROOM,M0C5,Available           ,3,8,2235,IBM System i,System Operations
AS270,Advanced System Operator Workshop for IBM i,CLASSROOM,M0C6,Available           ,3,8,2235,IBM System i,System Operations
AS280,BRMS for IBM i,CLASSROOM,M3Q3,Available           ,4.5,8,3975,IBM System i,System Administration for System i
B5180,IBM Cognos Data Manager: Build Data Marts with Enterprise Data (V10.1),CLASSROOM,M402,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.1)
B5180,IBM Cognos Data Manager: Build Data Marts with Enterprise Data (V10.1),CLASSROOM,M3W5,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.1)
B5182,IBM Cognos Transformer: Design OLAP Models (V10.1),CLASSROOM,M41I,Available           ,4,8,2800,Cognos,BI - Cognos BI (version 10.1)
B5182,IBM Cognos Transformer: Design OLAP Models (V10.1),CLASSROOM,M3Y1,Available           ,4,8,2800,Cognos,BI - Cognos BI (version 10.1)
B5252,IBM Cognos Framework Manager: Design Metadata Models (V10.2),CLASSROOM,M42H,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.2)
B5260,IBM Cognos Report Studio: Author Professional Reports (V10.2),CLASSROOM,M418,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.2)
B5260,IBM Cognos Report Studio: Author Professional Reports (V10.2),CLASSROOM,M30J,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.2)
CV831,DB2 10 for z/OS Database Administration Workshop Part 1,CLASSROOM,M3F6,Available           ,5,8,3350,Data Management for z/OS,DB2 for z/OS
CV851,DB2 10 for z/OS System Administration,CLASSROOM,M3G6,Available           ,5,8,3350,Data Management for z/OS,DB2 for z/OS
ES070,z/OS Job Control Language and Utilities,CLASSROOM,M3W3,Available           ,4.5,8,2995,"IBM System z (z/OS, z/VM, Linux)",System z Basics
ES10A,Fundamental System Skills in z/OS,CLASSROOM,M40Y,Available           ,4.5,8,2400,"IBM System z (z/OS, z/VM, Linux)",z/OS Basics
ES155,z/OS Facilities,CLASSROOM,M9Z8,Available           ,4.5,8,2640,"IBM System z (z/OS, z/VM, Linux)",z/OS Basics
ES155,z/OS Facilities,CLASSROOM,M9Z9,Available           ,4.5,8,2640,"IBM System z (z/OS, z/VM, Linux)",z/OS Basics
F1850,"IBM Case Manager 5.1: Build, Deploy, and Monitor a Solution",CLASSROOM,N31A,Available           ,4,12,3000,Enterprise Content Management,Case Manager
F1850,"IBM Case Manager 5.1: Build, Deploy, and Monitor a Solution",CLASSROOM,N30J,Available           ,4,12,3000,Enterprise Content Management,Case Manager
F1870,IBM Datacap Taskmaster 8.1 - Administration,CLASSROOM,N31J,Available           ,3,12,2475,Enterprise Content Management,Datacap Taskmaster
I5161,IBM Cognos Report Studio:Author Reports with Multidimensional Data (V10.1) - ILO,CLASSROOM,NJ73,Available           ,2,12,1400,Cognos,BI - Cognos BI (version 10.1)
KM402,IBM InfoSphere Advanced DataStage - Parallel Framework V9.1,CLASSROOM,M92Q,Available           ,3,8,2550,Information Integration,InfoSphere Information Server
O2480,IBM Cognos 8 BI Data Manager: Build Datamarts with Enterprise Data (V8.4) - ILO,CLASSROOM,NJ74,Available           ,5,12,3500,Cognos,BI - Cognos 8 (version 8.4)
P8157,IBM Cognos TM1: Analyze and Share Data (V10.1),CLASSROOM,M3T8,Available           ,3,8,2100,Cognos,PM - Cognos TM1 (version 10.1)
QN163,"IBM Rational DOORS Foundation, V9.3",CLASSROOM,M41Q,Available           ,1,8,875,Rational Software,Requirements and Definition Management
QN163,"IBM Rational DOORS Foundation, V9.3",CLASSROOM,M3Y7,Available           ,1,8,795,Rational Software,Requirements definition and management
RS726,Configuring Projects in IBM Rational Team Concert V3.0.1,CLASSROOM,M3O5,Available           ,3,8,2100,Rational Software,Change configuration &amp; release management
RS727,Configuring Projects in IBM Rational Team Concert V4.0,CLASSROOM,M3P3,Available           ,3,8,2100,Rational Software,Change configuration &amp; release management
RS842,Developing Software with IBM Rational Team Concert V4.0,CLASSROOM,MY50,Available           ,1,12,795,Rational Software,Change configuration &amp; release management
RS842,Developing Software with IBM Rational Team Concert V4.0,CLASSROOM,MY49,Available           ,1,12,795,Rational Software,Change configuration &amp; release management
RS900,Jazz Team Server Administration,CLASSROOM,MY61,Available           ,2,12,1400,Rational Software,Change configuration &amp; release management
RS900,Jazz Team Server Administration,CLASSROOM,MY62,Available           ,2,12,1400,Rational Software,Change configuration &amp; release management
RT545,"Essentials of IBM Rational Functional Tester, Java Scripting, V8.0",CLASSROOM,MY63,Available           ,2,12,1400,Rational Software,Quality management
SN712,Storage Area Networking Fundamentals,CLASSROOM,M0C7,Available           ,4.5,8,3625,IBM Storage and Storage Networking,Storage Networking and Storage Virtualization
SN712,Storage Area Networking Fundamentals,CLASSROOM,M0C8,Available           ,4.5,8,3625,IBM Storage and Storage Networking,Storage Networking and Storage Virtualization
SSD00,Scale Out Network Attached Storage (SONAS) Technical Training,CLASSROOM,JMWW,Available           ,3,8,2750,IBM Storage and Storage Networking,Storage
STL85,Deploying and Administering Lotus Sametime 8.5.1,CLASSROOM,M3O7,Available           ,2,8,1200,Lotus,IBM Lotus Sametime
TN023,IBM Tivoli Netcool/OMNIbus 7.3 Installation and Configuration,CLASSROOM,M29E,Available           ,3,8,1800,Tivoli Network Service Assurance,Netcool/OMNIbus
TS622,"IBM Tivoli Storage Manager 6.3 Advanced Administration, Tuning, Troubleshooting",CLASSROOM,M0C9,Available           ,5,8,3750,Tivoli Storage Management,Storage Manager
TS622,"IBM Tivoli Storage Manager 6.3 Advanced Administration, Tuning, Troubleshooting",CLASSROOM,M0D0,Available           ,5,8,3750,Tivoli Storage Management,Storage Manager
TSX22,IBM Tivoli Storage Manager 6.3 Advanced Administration for AIX,CLASSROOM,M0D1,Available           ,5,8,3750,Tivoli Storage Management,Storage Manager
TSX22,IBM Tivoli Storage Manager 6.3 Advanced Administration for AIX,CLASSROOM,M0D2,Available           ,5,8,3750,Tivoli Storage Management,Storage Manager
TW091,IBM Tivoli Directory Integrator 7.1 Administration and Deployment,CLASSROOM,M0D4,Available           ,3,8,2250,Security Systems,Identity and Access Management
TW091,IBM Tivoli Directory Integrator 7.1 Administration and Deployment,CLASSROOM,M0D3,Available           ,3,8,2250,Security Systems,Identity and Access Management
WA380,WebSphere Application Server V8 Administration for Windows,CLASSROOM,M0D5,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WA380,WebSphere Application Server V8 Administration for Windows,CLASSROOM,M33Y,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WA380,WebSphere Application Server V8 Administration for Windows,CLASSROOM,M0D6,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WA580,WebSphere Application Server V8 Administration for Linux,CLASSROOM,M0D7,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WA580,WebSphere Application Server V8 Administration for Linux,CLASSROOM,M32Q,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WA580,WebSphere Application Server V8 Administration for Linux,CLASSROOM,M0D8,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WD322,Ajax and Web 2.0 Development with WebSphere Application Server V7,CLASSROOM,M0E0,Available           ,5,8,3125,Application Development,WebSphere Application Server development
WD322,Ajax and Web 2.0 Development with WebSphere Application Server V7,CLASSROOM,M0D9,Available           ,5,8,3125,Application Development,WebSphere Application Server development
WE400,"Accelerate, Secure and Integrate with IBM DataPower V4.0.1",CLASSROOM,M34E,Available           ,5,8,3875,Service-oriented architecture (SOA),WebSphere DataPower SOA Appliances
WE420,Administration of IBM WebSphere DataPower SOA Appliances V4.0,CLASSROOM,M0E2,Available           ,3,8,2325,Service-oriented architecture (SOA),WebSphere DataPower SOA Appliances
WE420,Administration of IBM WebSphere DataPower SOA Appliances V4.0,CLASSROOM,M0E1,Available           ,3,10,2325,Service-oriented architecture (SOA),WebSphere DataPower SOA Appliances
WE421,Administration of IBM WebSphere DataPower SOA Appliances V5,CLASSROOM,M3P5,Available           ,3,8,2325,Service-oriented architecture (SOA),WebSphere DataPower SOA Appliances
WM201,IBM WebSphere MQ V7 System Administration (using Windows for labs),CLASSROOM,M307,Available           ,4,8,2400,Application Integration,WebSphere MQ
WM211,IBM WebSphere MQ V7.5 Advanced System Administration (Distributed),CLASSROOM,M0E3,Available           ,4,10,2900,Application Integration,WebSphere MQ
WM211,IBM WebSphere MQ V7.5 Advanced System Administration (Distributed),CLASSROOM,M0E5,Available           ,4,8,2900,Application Integration,WebSphere MQ
WPL53,Developing Applications for IBM WebSphere Portal 8.0 using IBM RAD 8.5,CLASSROOM,M4X4,Available           ,5,8,3500,WebSphere Portal,IBM WebSphere Portal V8.0
WPL53,Developing Applications for IBM WebSphere Portal 8.0 using IBM RAD 8.5,CLASSROOM,M3Q8,Available           ,5,8,3500,WebSphere Portal,IBM WebSphere Portal V8.0
WPL91,Installation and Administration of IBM WebSphere Portal 7.0 on Linux,CLASSROOM,M41T,Available           ,5,8,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL91,Installation and Administration of IBM WebSphere Portal 7.0 on Linux,CLASSROOM,M3Z0,Available           ,5,8,3500,WebSphere Portal,IBM Websphere Portal 7.0
RS633,"Mastering IBM Rational ClearQuest Administration, V7.1",CLASSROOM,M0A9,Available           ,3,8,2100,Rational Software,Change configuration &amp; release management
RS633,"Mastering IBM Rational ClearQuest Administration, V7.1",CLASSROOM,M0B0,Available           ,3,8,2100,Rational Software,Change configuration &amp; release management
RT525,Essentials of IBM Rational Performance Tester V8.2,CLASSROOM,MY65,Available           ,2,12,1400,Rational Software,Quality management
RT525,Essentials of IBM Rational Performance Tester V8.2,CLASSROOM,MY66,Available           ,2,12,1400,Rational Software,Quality management
WPL41,Administering IBM Web Content Manager,CLASSROOM,M006,Available           ,2,10,1400,WebSphere Portal,IBM Lotus Web Content Management
WPL41,Administering IBM Web Content Manager,CLASSROOM,M9M1,Closed              ,2,8,1400,WebSphere Portal,IBM Lotus Web Content Management
