COURSECODE,COURSETITLE,DELIVERY,CLASSNUM,STATUS,DURATION,STUMAX,PRICE,CATEGORY,SUBCATEGORY
WPL93,Installation and Administration of IBM WebSphere Portal 8 on Linux,CLASSROOM,M0W9,Available           ,5,8,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL93,Installation and Administration of IBM WebSphere Portal 8 on Linux,CLASSROOM,M0W8,Available           ,5,8,3500,WebSphere Portal,IBM Websphere Portal 7.0
D8L76,Building the IBM Lotus Domino 8.5 Infrastructure,CLASSROOM,M07E,Available           ,2,10,1200,Lotus,IBM Notes and Domino 8.5
D8L76,Building the IBM Lotus Domino 8.5 Infrastructure,CLASSROOM,M01J,Available           ,2,10,1200,Lotus,IBM Notes and Domino 8.5
D8L76,Building the IBM Lotus Domino 8.5 Infrastructure,CLASSROOM,M9O7,Closed              ,2,8,1200,Lotus,IBM Notes and Domino 8.5
D8L76,Building the IBM Lotus Domino 8.5 Infrastructure,CLASSROOM,M02O,Available           ,2,10,1200,Lotus,IBM Notes and Domino 8.5
WM204,IBM WebSphere MQ V7.1 System Administration (using Windows for labs),CLASSROOM,M0X1,Available           ,4,8,2900,Application Integration,WebSphere MQ
WM204,IBM WebSphere MQ V7.1 System Administration (using Windows for labs),CLASSROOM,M0X0,Available           ,4,8,2900,Application Integration,WebSphere MQ
WM206,IBM WebSphere MQ V7.1 System Administration (using Linux for labs),CLASSROOM,M0X3,Available           ,4,8,2900,Application Integration,WebSphere MQ
WM206,IBM WebSphere MQ V7.1 System Administration (using Linux for labs),CLASSROOM,M0X2,Available           ,4,8,2900,Application Integration,WebSphere MQ
D8L77,Managing IBM Lotus Domino 8.5 Servers and Users,CLASSROOM,M07F,Available           ,3,10,1800,Lotus,IBM Notes and Domino 8.5
D8L77,Managing IBM Lotus Domino 8.5 Servers and Users,CLASSROOM,M01K,Available           ,3,10,1800,Lotus,IBM Notes and Domino 8.5
D8L77,Managing IBM Lotus Domino 8.5 Servers and Users,CLASSROOM,M9P1,Closed              ,3,8,1800,Lotus,IBM Notes and Domino 8.5
D8L77,Managing IBM Lotus Domino 8.5 Servers and Users,CLASSROOM,M02P,Available           ,3,10,1800,Lotus,IBM Notes and Domino 8.5
OL510,IBM i Recovery and Availability Management,CLASSROOM,M0X4,Available           ,2,8,1240,IBM System i,System Administration for System i
OL510,IBM i Recovery and Availability Management,CLASSROOM,M0X5,Available           ,2,8,1240,IBM System i,System Administration for System i
YS842,Developing Software with IBM Rational Team Concert V4.0,CLASSROOM,N28U,Available           ,1,12,795,Rational Software,Change configuration &amp; release management
I5259,IBM Cognos Report Studio: Author Professional Reports Advanced (V10.2) - ILO,CLASSROOM,NJ93,Available           ,2,12,1400,Cognos,BI - Cognos BI (version 10.2)
0A004,Introduction to IBM SPSS Modeler and Data Mining (V15),CLASSROOM,M06L,Available           ,2,8,1400,SPSS,Modeler Basic
0A004,Introduction to IBM SPSS Modeler and Data Mining (V15),CLASSROOM,M0X6,Available           ,2,8,1400,SPSS,Modeler Basic
0A004,Introduction to IBM SPSS Modeler and Data Mining (V15),CLASSROOM,M0X7,Available           ,2,8,1400,SPSS,Modeler Basic
AN210,TCPIP for AIX Administrators,CLASSROOM,M1E0,Available           ,4,8,2825,UNIX Servers (System p),System p Networking
AN210,TCPIP for AIX Administrators,CLASSROOM,M0X8,Available           ,4,8,2825,"IBM System p, AIX, and UNIX",AIX Networking
AN210,TCPIP for AIX Administrators,CLASSROOM,M0X9,Available           ,4,8,2825,"IBM System p, AIX, and UNIX",AIX Networking
AN301,Power Systems for AIX - Virtualization I: Implementing Virtualization,CLASSROOM,M04T,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX System Administration
AN301,Power Systems for AIX - Virtualization I: Implementing Virtualization,CLASSROOM,M096,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX System Administration
AN301,Power Systems for AIX - Virtualization I: Implementing Virtualization,CLASSROOM,MY80,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX System Administration
AN301,Power Systems for AIX - Virtualization I: Implementing Virtualization,CLASSROOM,M0Y0,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX System Administration
AN301,Power Systems for AIX - Virtualization I: Implementing Virtualization,CLASSROOM,M0Y1,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX System Administration
AN310,Power Systems for AIX - Virtualization II: Advanced PowerVM and Performance,CLASSROOM,NB65,Closed              ,4.5,8,4095,UNIX Servers (System p),System p Advanced POWER Virtualization and Logical Partitioning
AN610,"PowerHA 7 Planning, Implementing, Customizing and Administration",CLASSROOM,M0Y2,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX High Availability
AN610,"PowerHA SystemMirror 7 Planning, Implementing, Customizing, Administrating",CLASSROOM,M85H,Available           ,5,8,3975,UNIX Servers (System p),System p High Availability
AN610,"PowerHA 7 Planning, Implementing, Customizing and Administration",CLASSROOM,M0Y3,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX High Availability
B5255,IBM Cognos BI Administration (V10.2),CLASSROOM,M0Y4,Available           ,3,8,2100,Cognos,BI - Cognos BI (version 10.2)
B5255,IBM Cognos BI Administration (V10.2),CLASSROOM,M05M,Available           ,3,8,2100,Cognos,BI - Cognos BI (version 10.2)
B5255,IBM Cognos BI Administration (V10.2),CLASSROOM,M0Y5,Available           ,3,8,2100,Cognos,BI - Cognos BI (version 10.2)
CNW42,IBM Connections 4.0 - Social Software for Business,CLASSROOM,M07O,Available           ,2,10,1400,Lotus,IBM Lotus Connections
CNW42,IBM Connections 4.0 - Social Software for Business,CLASSROOM,M01T,Available           ,2,10,1400,Lotus,IBM Lotus Connections
CNW42,IBM Connections 4.0 - Social Software for Business,CLASSROOM,M02Y,Available           ,2,10,1400,Lotus,IBM Lotus Connections
ES10A,Fundamental System Skills in z/OS,CLASSROOM,M87Y,Available           ,5,8,2400,"IBM System z (z/OS, z/VM, Linux)",z/OS Basics
ES10A,Fundamental System Skills in z/OS,CLASSROOM,M0Y7,Available           ,5,8,3295,"IBM System z (z/OS, z/VM, Linux)",z/OS Basics
F1420,IBM FileNet P8 Platform 5.0: System Implementation and Administration,CLASSROOM,N306,Available           ,5,12,3750,Enterprise Content Management,FileNet P8 Platform (Content Manager)
F1420,IBM FileNet P8 Platform 5.0: System Implementation and Administration,CLASSROOM,N302,Available           ,5,12,3750,Enterprise Content Management,FileNet P8 Platform (Content Manager)
F1427,IBM FileNet P8 Platform 5.0: System Implementation and Administration (ILO),CLASSROOM,NJ94,Available           ,5,12,3750,Enterprise Content Management,FileNet P8 Platform (Content Manager)
I5261,IBM Cognos Report Studio: Author Reports with Multidimensional Data V10.2 - ILO,CLASSROOM,NJ95,Available           ,2,12,1400,Cognos,BI - Cognos BI (version 10.2)
KM502,IBM InfoSphere Information Server Administration 9.1,CLASSROOM,M0Y9,Available           ,4,8,3400,Information Integration,InfoSphere Information Server
KM502,IBM InfoSphere Information Server Administration 9.1,CLASSROOM,M0Y8,Available           ,4,8,3400,Information Integration,InfoSphere Information Server
RT545,"Essentials of IBM Rational Functional Tester, Java Scripting, V8.0",CLASSROOM,MY64,Available           ,2,12,1400,Rational Software,Quality management
RT545,"Essentials of IBM Rational Functional Tester, Java Scripting, V8.0",CLASSROOM,M0Z0,Available           ,2,8,1400,Rational Software,Quality management
RT545,"Essentials of IBM Rational Functional Tester, Java Scripting, V8.0",CLASSROOM,M0Z1,Available           ,2,8,1400,Rational Software,Quality management
RTB05,IBM Rational Quality Management Boot Camp,CLASSROOM,M0Z2,Available           ,5,8,3000,Rational Software,Quality management
RTB05,IBM Rational Quality Management Boot Camp,CLASSROOM,M0Z3,Available           ,5,8,3000,Rational Software,Quality management
SNV10,SAN Volume Controller (SVC) V6 Planning and Implementation Workshop,CLASSROOM,M09J,Available           ,4,8,3315,IBM Storage and Storage Networking,Storage Networking
SNV10,SAN Volume Controller (SVC) V6 Planning and Implementation Workshop,CLASSROOM,M0Z5,Available           ,4,8,3315,IBM Storage and Storage Networking,Storage Networking and Storage Virtualization
SNV10,SAN Volume Controller (SVC) V6 Planning and Implementation Workshop,CLASSROOM,M0Z4,Available           ,4,8,3315,IBM Storage and Storage Networking,Storage Networking and Storage Virtualization
SSF00,IBM DS8000 Implementation Workshop for Open Systems,CLASSROOM,M0Z6,Available           ,4,8,3315,IBM Storage and Storage Networking,Storage
SSF00,IBM DS8000 Implementation Workshop for Open Systems,CLASSROOM,M0Z7,Available           ,4,8,3315,IBM Storage and Storage Networking,Storage
TP402,IBM Tivoli Endpoint Manager 8.2 Platform Fundamentals,CLASSROOM,M0Z8,Available           ,3,8,2400,Tivoli Service Delivery and Process Automation,Tivoli Endpoint Manager
TP402,IBM Tivoli Endpoint Manager 8.2 Platform Fundamentals,CLASSROOM,M0Z9,Available           ,3,8,2400,Tivoli Service Delivery and Process Automation,Tivoli Endpoint Manager
TS103,IBM Tivoli Storage Productivity Center 4.2 Administration and Operation,CLASSROOM,M00C,Available           ,5,8,3750,Tivoli Storage Management,Storage Productivity Center
TS103,IBM Tivoli Storage Productivity Center 4.2 Administration and Operation,CLASSROOM,M00A,Available           ,5,8,3750,Tivoli Storage Management,Storage Productivity Center
TS104,IBM Tivoli Storage Productivity Center 5.1 Administration and Operation,CLASSROOM,N03O,Available           ,5,8,3750,Tivoli Storage Management,Storage Productivity Center
TS104,IBM Tivoli Storage Productivity Center 5.1 Administration and Operation,CLASSROOM,N03N,Available           ,5,8,3750,Tivoli Storage Management,Storage Productivity Center
TS622,"IBM Tivoli Storage Manager 6.3 Advanced Administration, Tuning, Troubleshooting",CLASSROOM,M04U,Available           ,5,8,4250,IBM Tivoli Systems Management,Storage Management
TSX22,IBM Tivoli Storage Manager 6.3 Advanced Administration for AIX,CLASSROOM,M00E,Available           ,5,8,3750,Tivoli Storage Management,Storage Manager
WA380,WebSphere Application Server V8 Administration for Windows,CLASSROOM,M00G,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WA380,WebSphere Application Server V8 Administration for Windows,CLASSROOM,M00F,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WA580,WebSphere Application Server V8 Administration for Linux,CLASSROOM,M00I,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WA580,WebSphere Application Server V8 Administration for Linux,CLASSROOM,M00H,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WB384,Managing Decisions in IBM WebSphere Operational Decision Management V8,CLASSROOM,M00K,Available           ,5,8,3875,Business Rules,WebSphere Operational Decision Management
WB384,Managing Decisions in IBM WebSphere Operational Decision Management V8,CLASSROOM,M00J,Available           ,5,10,3875,Business Rules,WebSphere Operational Decision Management
WB387,Administering IBM WebSphere Operational Decision Management V8,CLASSROOM,M00L,Available           ,4,8,3100,Business Rules,WebSphere Operational Decision Management
WB387,Administering IBM WebSphere Operational Decision Management V8,CLASSROOM,M00M,Available           ,4,8,3100,Business Rules,WebSphere Operational Decision Management
WD154,Java SE 6 Programming Fundamentals,CLASSROOM,M00O,Available           ,5,8,3125,Application Development,Java and object oriented programming
WD154,Java SE 6 Programming Fundamentals,CLASSROOM,M00N,Available           ,5,10,3125,Application Development,Java and object oriented programming
WPL53,Developing Applications for IBM WebSphere Portal 8.0 using IBM RAD 8.5,CLASSROOM,M06N,Available           ,5,8,3500,WebSphere Portal,IBM WebSphere Portal V8.0
WPL53,Developing Applications for IBM WebSphere Portal 8.0 using IBM RAD 8.5,CLASSROOM,M00P,Available           ,5,8,3500,WebSphere Portal,IBM WebSphere Portal V8.0
WPL53,Developing Applications for IBM WebSphere Portal 8.0 using IBM RAD 8.5,CLASSROOM,M00Q,Available           ,5,8,3500,WebSphere Portal,IBM WebSphere Portal V8.0
0A0U3,Classifying Customers Using IBM SPSS Modeler (V14.2),CLASSROOM,JM13,Available           ,1,8,700,SPSS,Modeler Intermediate
0A0U3,Classifying Customers Using IBM SPSS Modeler (V14.2),CLASSROOM,JM14,Available           ,1,8,700,SPSS,Modeler Intermediate
0A0V3,Predicting Continuous Targets Using IBM SPSS Modeler,CLASSROOM,J14C,Available           ,1,12,700,SPSS,Modeler Intermediate
0A054,Advanced Data Preparation Using IBM SPSS Modeler (V15),CLASSROOM,J14E,Available           ,1,12,700,SPSS,Modeler Advanced
RT282,Testing with IBM Rational Quality Manager V3.0.1,CLASSROOM,F72U,Available           ,1,4,795,Rational Software,Quality management
AN510,Power Systems for AIX IV: Performance Management,CLASSROOM,M3J0,Available           ,5,8,4195,"IBM System p, AIX, and UNIX",AIX System Administration
AN940,IBM Systems Director 6.3 for Power Systems I: Installation and Management,CLASSROOM,I8O0,Available           ,3,8,2470,"IBM System p, AIX, and UNIX",AIX System Administration
CL213,DB2 10 for LUW: Basic Administration for AIX,CLASSROOM,M0T7,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL213,DB2 10 for LUW: Basic Administration for AIX,CLASSROOM,M0T8,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL2X3,DB2 10 for LUW: Basic Administration for Linux and Windows,CLASSROOM,M0T8,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL2X3,DB2 10 for LUW: Basic Administration for Linux and Windows,CLASSROOM,M0T9,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL484,"DB2 10.1 for Linux, UNIX, and Windows Quickstart for Experienced Relational DBAs",CLASSROOM,M3D5,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL484,"DB2 10.1 for Linux, UNIX, and Windows Quickstart for Experienced Relational DBAs",CLASSROOM,M3D6,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CV831,DB2 10 for z/OS Database Administration Workshop Part 1,CLASSROOM,M3F7,Available           ,5,8,3350,Data Management for z/OS,DB2 for z/OS
DW501,IBM Netezza Appliance Usage,CLASSROOM,M3V5,Available           ,3,8,2250,Big Data Analytics,Netezza Data Warehouse Appliances - BD
DW520,IBM Netezza Appliance Usage and Advanced Concepts,CLASSROOM,M3R7,Available           ,5,8,3750,Big Data Analytics,Netezza Data Warehouse Appliances - BD
ES155,z/OS Facilities,CLASSROOM,NB40,Standby             ,4.5,8,2640,"IBM System z (z/OS, z/VM, Linux)",z/OS Basics
ES155,z/OS Facilities,CLASSROOM,NB41,Standby             ,4.5,8,2640,"IBM System z (z/OS, z/VM, Linux)",z/OS Basics
ES962,z/OS HCD and I/O Configuration,CLASSROOM,I961,Available           ,4,4,2715,"IBM System z (z/OS, z/VM, Linux)",z/OS Operations
QB133,"Fundamentals of IBM Rational System Architect, V11.4",CLASSROOM,M3N5,Available           ,1,8,795,Rational Software,Enterprise architecture management
QBC07,IBM Rational DOORS Boot Camp,CLASSROOM,M3R14,Available           ,4,8,2800,Rational Software,Requirements definition and management
QBC07,IBM Rational DOORS Boot Camp,CLASSROOM,M3R15,Available           ,4,8,2800,Rational Software,Requirements definition and management
RS504,Essentials of IBM Rational ClearCase for Windows V7.1,CLASSROOM,F619,Available           ,2,2,1400,Rational Software,Change configuration &amp; release management
RSP01,IBM Rational ClearCase Boot Camp for Windows,CLASSROOM,IK33,Available           ,5,8,3000,Rational Software,Change configuration &amp; release management
RV042,Essentials of Spring 3.0 Framework using IBM Rational Application Developer V8.0,CLASSROOM,N36F,Available           ,5,12,3500,Rational Software,Architecture management
SSE10,IBM Storwize V7000 Implementation Workshop,CLASSROOM,M0J5,Available           ,4,8,3550,IBM Storage and Storage Networking,Storage
SSE10,IBM Storwize V7000 Implementation Workshop,CLASSROOM,M04N,Available           ,4,8,3850,IBM Storage and Storage Networking,Storage Networking
SSE10,IBM Storwize V7000 Implementation Workshop,CLASSROOM,M09Y,Available           ,4,8,3850,IBM Storage and Storage Networking,Storage Networking
TN033,IBM Tivoli Netcool/OMNIbus 7.3 Administration and Maintenance,CLASSROOM,M3B9,Available           ,4,8,2400,Tivoli Network Service Assurance,Netcool/OMNIbus
TS612,IBM Tivoli Storage Manager 6.3 Implementation and Administration,CLASSROOM,M58O,Standby             ,5,8,3250,Tivoli Storage Management,Storage Manager
TSX12,IBM Tivoli Storage Manager 6.3 Implementation and Administration (AIX),CLASSROOM,M55U,Standby             ,5,8,3250,Tivoli Storage Management,Storage Manager
WM664,IBM WebSphere Message Broker V8 Application Development I,CLASSROOM,M52I,Standby             ,5,16,3625,Application Integration,WebSphere Message Broker
AS240,System Operator Workshop for IBM i,CLASSROOM,NB54,Standby             ,4,8,3500,IBM System i,System Operations
AS240,System Operator Workshop for IBM i,CLASSROOM,NB55,Standby             ,4,8,3500,IBM System i,System Operations
QB138,DoDAF 2.0 Modeling with IBM Rational System Architect V.11.4,CLASSROOM,M039,Available           ,3,8,2100,Rational Software,Enterprise architecture management
QBC07,IBM Rational DOORS Boot Camp,CLASSROOM,M3R10,Available           ,4,8,2800,Rational Software,Requirements definition and management
QBC07,IBM Rational DOORS Boot Camp,CLASSROOM,M3R11,Available           ,4,8,2800,Rational Software,Requirements definition and management
RS404,"Essentials of Configuration Management with IBM Rational ClearCase UCM, V7.1",CLASSROOM,L4J8,Started             ,2,4,1400,Rational Software,Change configuration &amp; release management
AN960,IBM Systems Director VMControl 2.4 for Cloud Computing Infrastructure,CLASSROOM,I8P9,Available           ,2,6,1735,"IBM System p, AIX, and UNIX",AIX System Administration
DW510,IBM Netezza Appliance Advanced Concepts,CLASSROOM,M31H,Available           ,2,8,1500,Big Data Analytics,Netezza Data Warehouse Appliances - BD
RS602,"Mastering IBM Rational ClearCase Administration for Windows, V7.0 (I)",CLASSROOM,L4J9,Standby             ,2,4,1400,Rational Software,Change configuration &amp; release management
RS602,"Mastering IBM Rational ClearCase Administration for Windows, V7.0 (I)",CLASSROOM,L4J10,Standby             ,2,4,1400,Rational Software,Change configuration &amp; release management
AN150,Power Systems for AIX III: Advanced Administration and Problem Determination,CLASSROOM,M27R,Available           ,5,8,3875,"IBM System p, AIX, and UNIX",AIX System Administration
AN810,GPFS System Administration,CLASSROOM,NB14,Standby             ,3,8,2470,"IBM System p, AIX, and UNIX",AIX System Administration
AN810,GPFS System Administration,CLASSROOM,NB15,Standby             ,3,8,2470,"IBM System p, AIX, and UNIX",AIX System Administration
ES41A,z/OS Installation,CLASSROOM,GC71,Available           ,4.5,8,2780,"IBM System z (z/OS, z/VM, Linux)",System Administrator for z/OS
KM400,IBM InfoSphere Advanced DataStage V8,CLASSROOM,M31A,Available           ,4,8,3400,Information Integration,InfoSphere DataStage
NGT11,IBM PureFlex System Fundamentals,CLASSROOM,NB48,Standby             ,3,8,1995,IBM System x,Technical
NGT11,IBM PureFlex System Fundamentals,CLASSROOM,NB49,Standby             ,3,8,1995,IBM System x,Technical
NGTB1,IBM PureFlex Systems Fundamentals with Implementation Services,CLASSROOM,NB55,Standby             ,5,8,3250,IBM System x,Technical
NGTB1,IBM PureFlex Systems Fundamentals with Implementation Services,CLASSROOM,NB56,Standby             ,5,8,3250,IBM System x,Technical
RD815,Mastering Web Application Development with Rational Application Developer V7.5,CLASSROOM,IC80,Standby             ,4.5,6,3500,Rational Software,Architecture management
SSE10,IBM Storwize V7000 Implementation Workshop,CLASSROOM,M3S3,Available           ,4,8,3550,IBM Storage and Storage Networking,Storage
SSE10,IBM Storwize V7000 Implementation Workshop,CLASSROOM,M3S2,Available           ,4,8,3550,IBM Storage and Storage Networking,Storage
TX304,IBM Tivoli Workload Scheduler 8.6 Operations and Scheduling,CLASSROOM,M8H3,Standby             ,3,8,1800,Tivoli Service Delivery and Process Automation,Workload Scheduler
TX304,IBM Tivoli Workload Scheduler 8.6 Operations and Scheduling,CLASSROOM,M8H4,Standby             ,3,8,1800,Tivoli Service Delivery and Process Automation,Workload Scheduler
WB803,Process Implementation with IBM Business Process Manager Standard V8 - II,CLASSROOM,M90T,Available           ,5,8,3875,Business Process Management,IBM Business Process Manager Express and Standard
WB803,Process Implementation with IBM Business Process Manager Standard V8 - II,CLASSROOM,M90S,Available           ,5,8,3875,Business Process Management,IBM Business Process Manager Express and Standard
WE401,"Accelerate, Secure and Integrate with WebSphere DataPower SOA Appliances V5",CLASSROOM,JMWW,Available           ,5,8,3875,WebSphere DataPower,Service-Oriented Architecture
CE031,DB2 Family Fundamentals,CLASSROOM,NB16,Standby             ,2,8,1025,Data Management for z/OS,DB2 Tools for z/OS
CE031,DB2 Family Fundamentals,CLASSROOM,NB17,Standby             ,2,8,1025,Data Management for z/OS,DB2 Tools for z/OS
KM212,IBM InfoSphere QualityStage Essentials 9.1,CLASSROOM,M31C,Available           ,4,8,3400,Information Integration,InfoSphere Information Server
AN110,Power Systems for AIX I: LPAR Configuration and Planning,CLASSROOM,NB60,Standby             ,3,8,2265,"IBM System p, AIX, and UNIX",Logical Partitioning (LPAR)
AN110,Power Systems for AIX I: LPAR Configuration and Planning,CLASSROOM,NB61,Standby             ,3,8,2265,"IBM System p, AIX, and UNIX",Logical Partitioning (LPAR)
AN820,GPFS Performance Tuning on AIX,CLASSROOM,NB30,Standby             ,2,8,1950,"IBM System p, AIX, and UNIX",AIX System Administration
AN820,GPFS Performance Tuning on AIX,CLASSROOM,NB31,Standby             ,2,8,1950,"IBM System p, AIX, and UNIX",AIX System Administration
CE121,DB2 SQL Workshop,CLASSROOM,NB28,Standby             ,2,8,1025,Data Management for z/OS,DB2 Tools for z/OS
CE121,DB2 SQL Workshop,CLASSROOM,NB29,Standby             ,2,8,1025,Data Management for z/OS,DB2 Tools for z/OS
NGTB2,IBM PureFlex Systems Implementation Services,CLASSROOM,NB61,Standby             ,2,8,1475,IBM System x,Technical
NGTB2,IBM PureFlex Systems Implementation Services,CLASSROOM,NB62,Standby             ,2,8,1475,IBM System x,Technical
TX314,IBM Tivoli Workload Scheduler 8.6 Administration,CLASSROOM,M3X6,Available           ,2,8,1200,Tivoli Service Delivery and Process Automation,Workload Scheduler
6T224,Programming Essentials for IBM WebSphere Commerce V7 Customization,CLASSROOM,JM05,Available           ,5,12,3875,WebSphere Commerce,WebSphere Commerce Development and Customization
6T224,Programming Essentials for IBM WebSphere Commerce V7 Customization,CLASSROOM,JM06,Available           ,5,12,3875,WebSphere Commerce,WebSphere Commerce Development and Customization
AN120,Power Systems for AIX II: AIX Implementation and Administration,CLASSROOM,M0S10,Available           ,5,8,3775,"IBM System p, AIX, and UNIX",AIX System Administration
AN120,Power Systems for AIX II: AIX Implementation and Administration,CLASSROOM,M0S11,Available           ,5,8,3775,"IBM System p, AIX, and UNIX",AIX System Administration
AN140,AIX Jumpstart for UNIX Professionals,CLASSROOM,M534,Standby             ,5,16,3775,"IBM System p, AIX, and UNIX",Transformation Courses
AN140,AIX Jumpstart for UNIX Professionals,CLASSROOM,M535,Standby             ,5,16,3775,"IBM System p, AIX, and UNIX",Transformation Courses
AN310,Power Systems for AIX - Virtualization II: Advanced PowerVM and Performance,CLASSROOM,NB64,Standby             ,4.5,8,4095,"IBM System p, AIX, and UNIX",AIX System Administration
AN310,Power Systems for AIX - Virtualization II: Advanced PowerVM and Performance,CLASSROOM,NB65,Standby             ,4.5,8,4095,"IBM System p, AIX, and UNIX",AIX System Administration
AN570,Implementing AIX Advanced Security Features,CLASSROOM,GH49,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX Security
BE870,Effective RACF Administration,CLASSROOM,I97A,Available           ,4.5,8,3915,"IBM System z (z/OS, z/VM, Linux)",Security Administrator
CB695,TCP/IP for z/OS Implementation Workshop,CLASSROOM,J1Q7,Available           ,5,12,3925,"IBM System z (z/OS, z/VM, Linux)",Networking Administrator
CL213,DB2 10 for LUW: Basic Administration for AIX,CLASSROOM,M0T9,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL213,DB2 10 for LUW: Basic Administration for AIX,CLASSROOM,M0T10,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL2X3,DB2 10 for LUW: Basic Administration for Linux and Windows,CLASSROOM,M0T10,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL2X3,DB2 10 for LUW: Basic Administration for Linux and Windows,CLASSROOM,M0T11,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
KM802,IBM InfoSphere Information Analysis 9.1,CLASSROOM,JM12,Available           ,4,8,3400,Information Integration,InfoSphere Information Server
NGT11,IBM PureFlex System Fundamentals,CLASSROOM,NB42,Standby             ,3,8,1995,IBM System x,Technical
NGT11,IBM PureFlex System Fundamentals,CLASSROOM,NB43,Standby             ,3,8,1995,IBM System x,Technical
NGTB1,IBM PureFlex Systems Fundamentals with Implementation Services,CLASSROOM,NB48,Standby             ,5,8,3250,IBM System x,Technical
NGTB1,IBM PureFlex Systems Fundamentals with Implementation Services,CLASSROOM,NB49,Standby             ,5,8,3250,IBM System x,Technical
OL520,Hardware Management Console (HMC) for Power System with IBM i,CLASSROOM,N16L,Available           ,2,12,1951,IBM System i,System Operations
OL520,Hardware Management Console (HMC) for Power System with IBM i,CLASSROOM,N16L,Available           ,2,12,1950,IBM System i,System Operations
TW251,IBM Tivoli Identity Manager 5.1 Basic Implementation,CLASSROOM,JY70,Standby             ,5,4,3750,Security Systems,Identity and Access Management
WA180,WebSphere Application Server V8 Administration for AIX,CLASSROOM,MY32,Available           ,5,12,3625,WebSphere Application Server,Administration for distributed systems
WA180,WebSphere Application Server V8 Administration for AIX,CLASSROOM,MY33,Available           ,5,12,3625,WebSphere Application Server,Administration for distributed systems
WM844,CICSPlex System Manager V4 Introduction,CLASSROOM,JMW2,Available           ,1,8,750,CISCPlex,System Manager
WM251,IBM WebSphere MQ V7: Designing and Architecting Clustering Solutions,CLASSROOM,G74V,Available           ,4,10,2900,Application Integration,WebSphere MQ
WM854,CICSPlex System Manager V4 Administration,CLASSROOM,JMW1,Available           ,4,8,3000,CISCPlex,System Manager
NGTB2,IBM PureFlex Systems Implementation Services,CLASSROOM,NB56,Standby             ,2,8,1475,IBM System x,Technical
NGTB2,IBM PureFlex Systems Implementation Services,CLASSROOM,NB57,Standby             ,2,8,1475,IBM System x,Technical
6T801,IBM Sterling Selling and Fulfillment Foundation Part. Modeling and User Security,CLASSROOM,JMW3,Available           ,2,8,1550,B2B Integration,IBM Sterling B2B Integrator
6T801,IBM Sterling Selling and Fulfillment Foundation Part. Modeling and User Security,CLASSROOM,JMW4,Available           ,2,12,1550,B2B Integration,IBM Sterling B2B Integrator
AN140,AIX Jumpstart for UNIX Professionals,CLASSROOM,M528,Standby             ,5,16,3775,"IBM System p, AIX, and UNIX",Transformation Courses
AN140,AIX Jumpstart for UNIX Professionals,CLASSROOM,M529,Standby             ,5,16,3775,"IBM System p, AIX, and UNIX",Transformation Courses
AN301,Power Systems for AIX - Virtualization I: Implementing Virtualization,CLASSROOM,M0Y2,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX System Administration
AN310,Power Systems for AIX - Virtualization II: Advanced PowerVM and Performance,CLASSROOM,NB70,Standby             ,4.5,8,4095,"IBM System p, AIX, and UNIX",AIX System Administration
AN310,Power Systems for AIX - Virtualization II: Advanced PowerVM and Performance,CLASSROOM,NB71,Standby             ,4.5,8,4095,"IBM System p, AIX, and UNIX",AIX System Administration
AN610,"PowerHA 7 Planning, Implementing, Customizing and Administration",CLASSROOM,M0Y4,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX High Availability
